model_name,meeting_decision,screening_bucket,decision_reason,selected_in_final_deployment,task_type,source_doi,source_pmid,code_repository_url,benchmark_candidate,deployment_eligible,blocking_issues
AMP-CLIP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.62762/asfp.2026.132931,38308955,not_reported_in_available_evidence,True,,模型细节未知; 原始论文未提供; 代码未公开; 无网络服务器
AMP-Detector,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.3389/fmicb.2018.00323,39201537,not_reported_in_available_evidence,True,,无代码仓库，训练数据描述不完整
AMP-Distillation,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1016/j.compbiolchem.2026.109129,42155201,not_reported_in_available_evidence,True,,github_search_candidate_requires_manual_verification
AMP-DualTransnet,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1016/j.nexres.2026.101536,42020672,not_reported_in_available_evidence,True,,No abstract or full text; No code/data; Journal article with limited info
AMP-FreqNet,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1145/3766671.3766835,,not_reported_in_available_evidence,True,,"No abstract, full text, or code available; only title evidence"
AMP-GSM,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.3390/app13085106,41072192,not_reported_in_available_evidence,True,,no_code_available; no_dataset_link
AMP-META,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction (strain-specific),10.3390/ijms26157387,40806517,not_reported_in_available_evidence,True,,lack of original publication details from review
AMP-MIC,reject_or_hold,relevant_but_not_deployable,failed_deployment_readiness_gate,False,AMP prediction / antimicrobial peptide classification,10.1002/cmdc.201800204,29679519,https://github.com/jkwang93/AMP-Designer,True,,"Paper title/abstract conflict with fulltext; model named AMP-MIC is part of AMP-Designer, not a standalone AMP prediction model; needs verification of original publication."
AMP MIC predictor (CNN/RNN),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1038/s41467-023-42434-9,37938588,not_reported_in_available_evidence,True,,
AMP prediction by multidimensional feature embedding,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.3389/fgene.2022.1069558,36468005,not_reported_in_available_evidence,True,,code_not_available; weights_not_available
AMP prediction ML model,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.54985/peeref.2405p7278831,,not_reported_in_available_evidence,True,,"No abstract, full text, or code available; only title evidence"
AMP prediction server (biosino),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1371/journal.pone.0018476,21533231,not_reported_in_available_evidence,True,,"Webserver-only, no API for batch processing; No code"
AMP prediction SVM-LZ,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1093/nar/gkn823,25802839,not_reported_in_available_evidence,True,,No code or model provided; Full-text cache mismatch (APD2 database article)
AMP prediction tool for aquaculture industries (Gautam et al. 2016),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1007/s12602-016-9215-0,27141850,not_reported_in_available_evidence,True,,Model name not specified in available evidence; No code or web server link found; Fulltext unavailable for verification
AMP-RNNpro,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP identification,10.1038/s41598-024-63461-6,38839785,not_reported_in_available_evidence,True,,"No code repository; web server only, may not be suitable for large-scale offline benchmarking."
AMP scanner v.2,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1021/acs.jafc.3c07217,38152984,not_reported_in_available_evidence,True,,review_only; no_url_or_code; original_paper_needed
AMP screening model based on LSTM with attention,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.3390/app14051936,,not_reported_in_available_evidence,True,,no code or web server available; no access to dataset; no performance metrics reported in abstract
AMP-SEMiner,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1016/j.celrep.2025.115773,40445833,not_reported_in_available_evidence,True,,
AMP0,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,targeted antimicrobial peptide prediction,10.1109/TCBB.2020.2999399,32750857,not_reported_in_available_evidence,True,,code not clearly available; limited training and test data details
AMPA,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1038/s44320-025-00120-6,40410382,not_reported_in_available_evidence,True,,github_search_candidate_requires_manual_verification
AMPActiPred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antibacterial peptide classification and activity prediction,10.1002/pro.5006,38723168,not_reported_in_available_evidence,True,,code not independently available
AmpClass,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs prediction,10.1590/0001-3765202420230756,39383429,not_reported_in_available_evidence,True,,No code or web server available; Dataset source not disclosed
AMPDiscover,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1021/acs.jcim.1c00251,34081438,not_reported_in_available_evidence,True,,No code repository available; only web server provided.
AmPEP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1038/s41598-018-19752-w,35305010,,True,,"no code, review only"
AMPER,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1093/database/baab012,35305010,not_reported_in_available_evidence,True,,original paper not provided; details rely on this reference
AmpHGT,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1186/s12915-025-02253-4,40598389,not_reported_in_available_evidence,True,,Code not available
AMPidentifier,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1021/acs.chemrev.9b00145,39709489,not_reported_in_available_evidence,True,,No publicly available code or web server; Limited details on algorithm in abstract
AMPlify_bal,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1128/spectrum.01504-25,40891852,not_reported_in_available_evidence,True,,original_paper_needed
AMPlify_imbal,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1128/spectrum.01504-25,40891852,not_reported_in_available_evidence,True,,original_paper_needed
amppred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1016/j.ijbiomac.2025.144444,40871016,not_reported_in_available_evidence,True,,needs_original_publication
AMPpred-AAIW,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1142/S0219720023500063,37120707,not_reported_in_available_evidence,True,,
AMPpred-DLFF,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1109/BIBM62325.2024.10822504,39769451,not_reported_in_available_evidence,True,,No code or web server available; Dataset details not reported in abstract; Only abstract-level evidence
AMPpred-EL,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1016/j.compbiomed.2022.105577,35576825,not_reported_in_available_evidence,True,,"no code, no details"
AMPpred-MFA,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1021/acs.jcim.3c01017.s001,,not_reported_in_available_evidence,True,,
AMPPRED15,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1089/adt.2025.011,40139786,not_reported_in_available_evidence,True,,"No code, web server, or dataset link found in abstract; full text may be needed for complete benchmark assessment."
AMPpredictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1093/nar/gkae1019,39540425,not_reported_in_available_evidence,True,,code not independently available
AMPpredMFA,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.3390/ijms26157387,40806517,not_reported_in_available_evidence,True,,lack of original publication details from review
AMPTrans-lstm,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1016/j.csbj.2022.12.029,36618982,not_reported_in_available_evidence,True,,"Primary purpose is AMP generation, not classification; no standard benchmark testing; no code available"
AniAMPpred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/bib/bbab242,34259329,not_reported_in_available_evidence,True,,no code available; fulltext provided does not match article (PMC12620532 is a different paper); only abstract evidence used
ANN-based AMP prediction model (ref [4]),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs prediction,10.6026/97320630013415,29379261,not_reported_in_available_evidence,True,,"No name, no code, no original paper in evidence"
ANN-based AMP prediction model (Torrent et al. 2011),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1371/journal.pone.0016968,21347392,not_reported_in_available_evidence,True,,No code or web server available; Uses old feature set (8 physicochemical descriptors)
Antibacterial Peptide Binary Classifier (XGBoost),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1021/acsomega.6c01238,42222777,not_reported_in_available_evidence,True,,"no source code; no weights; executable only, black-box"
antibp,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1007/s12602-024-10402-4,39557756,not_reported_in_available_evidence,True,,needs original paper verification
AntiBP2,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antibacterial peptide prediction,10.24272/j.issn.2095-8137.2023.246,37914524,not_reported_in_available_evidence,True,,needs_original_publication
Antimicrobial Peptide Pipeline,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1016/j.micres.2024.127822,40012382,not_reported_in_available_evidence,True,,no code or weights available; no web server reported; duplicate DOIs may indicate article versioning
AntiMPmod,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/nar/gkn254,30416494,not_reported_in_available_evidence,True,,"Fulltext content mismatch: actual fulltext retrieved is about IEDB-AR immune epitope tools, not AntiMPmod. Evidence based solely on abstract."
AntiTbPred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.3389/fphar.2018.00954,30210341,not_reported_in_available_evidence,True,,
AntiVPP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1007/s11831-023-09933-w,37359746,not_reported_in_available_evidence,True,,no URL or code; review evidence; original paper not verified
AP_Sin,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1038/s41467-018-03746-3,38416364,not_reported_in_available_evidence,True,,无代码仓库，训练数据未公开
APD (Antimicrobial Peptide Database),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.3389/fmicb.2023.1125426,36834553,not_reported_in_available_evidence,True,,review_only; original_paper_needed
APD Prediction,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.3390/ijms22052643,33807972,not_reported_in_available_evidence,True,,original_model_paper_needed; no_weights
APEX 1.1,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not available,not available,not_reported,True,,"no code, no details"
Appred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1016/j.heliyon.2024.e36163,39247292,not_reported_in_available_evidence,True,,no code available; dataset not publicly linked
APSvr.2,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not_reported_in_available_evidence,37523405,not_reported_in_available_evidence,True,,github_search_candidate_requires_manual_verification
AVPIden,reject_or_hold,relevant_but_not_deployable,failed_deployment_readiness_gate,False,AMP prediction,10.1007/s12602-024-10402-4,39557756,https://github.com/lincubator/PepGraphormer.,True,,needs original paper verification
AVPpred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/database/baab012,35305010,not_reported_in_available_evidence,True,,github_search_candidate_requires_manual_verification
AxPEP3,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not_reported_in_available_evidence,34867843,not_reported_in_available_evidence,True,,"Webserver-only, no code"
Bacillus_AMP_DL_models,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1186/s40538-025-00751-9,34279599,not_reported_in_available_evidence,True,,no_code_repository; no_dataset_link
Bacteria-specific ML models for E. coli AMP activity,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1021/acs.jcim.2c01551,36912047,not_reported_in_available_evidence,True,,"No public code or dataset; Only E. coli activity, not general AMP prediction"
BAGEL2,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/nar/gkq365,20462861,not_reported_in_available_evidence,True,,"Specific to bacteriocins, not general AMPs; May not be directly comparable to modern ML-based AMP predictors"
BERT-based AMP prediction model,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.3390/ijms241210270,37373415,not_reported_in_available_evidence,True,,"No abstract, code, dataset, or performance metrics available."
BERT-based AMP recognition model,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1093/bib/bbab200,34037687,not_reported_in_available_evidence,True,,No code or web server available; Fulltext not available; evidence from abstract only; Dataset details unclear
BERT-GRU,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1109/icbbt65815.2025.11276668,not_reported_in_available_evidence,not_reported_in_available_evidence,True,,no_code; no_weights; no_dataset_link; only_abstract_available; specific_performance_numbers_missing
BERT-TextCNN-based AMP recognition tool,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.13345/j.cjb.220878,37154341,not_reported_in_available_evidence,True,,"No code repository or web server URL found in available evidence; full text may be misaligned, requiring verification.; GitHub links extracted from the paper (AnOxPePred, AOP_DRL) are likely to other tools, not the model itself."
Bidirectional LSTM AMP classification model (Wang2021),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.3390/biom11030471,33810011,not_reported_in_available_evidence,True,,"Code not publicly available in a repository, only in Supplementary Materials; unclear if code is accessible."
Bioproteom AAC AMP predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1002/minf.202200181,36961202,not_reported_in_available_evidence,True,,simple amino acid composition method may not be competitive with advanced models
C-PAmP classifier,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1038/srep24482,27075512,not_reported_in_available_evidence,True,,"evidence_mismatch: Fulltext describing C-PAmP found within DRAMP database paper (PMC3823563), likely cross-contamination from a different paper. Original source paper for C-PAmP model needs verification."
CAmidPred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.21203/rs.3.rs-7764304/v1,,not_reported_in_available_evidence,True,,no code available; no full text; preprint
CAMP (Collection of Antimicrobial Peptides),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.3389/fmicb.2023.1125426,36834553,,True,,review_only; original_paper_needed
CAMP database,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1371/journal.pone.0117394,25671663,not_reported_in_available_evidence,True,,original_model_paper_needed
CAMPER,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1038/s41467-026-70348-9,41803147,not_reported_in_available_evidence,True,,No code repository found; Training data from DBAASP but exact filtering/version not fully specified; No standard external benchmark dataset used
CAMPR3(RF),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/bioinformatics/btx081,28203715,not_reported_in_available_evidence,True,,needs original paper verification
CAMPR3(SVM),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/bioinformatics/btx081,28203715,not_reported_in_available_evidence,True,,needs original paper verification
CAMPR34,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not_reported_in_available_evidence,34867843,not_reported_in_available_evidence,True,,"Webserver-only, no code"
CAMPR4,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide prediction,10.2174/1381612828666220817163339,35980058,not_reported_in_available_evidence,True,,Evidence from a review article; full text of the review not available to confirm details; Needs verification of current status and exact model versions
CAST,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1101/2025.07.16.665042,,not_reported_in_available_evidence,True,,"No code repository or model weights provided; Training dataset not explicitly linked; Preprint only, not peer-reviewed"
CF-AMP prediction,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1101/2022.11.16.516845,42020672,not_reported_in_available_evidence,True,,"No code or data availability; Preprint, not peer-reviewed; Only abstract evidence"
CG-AMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1038/s41598-025-29666-z,41286313,not_reported_in_available_evidence,True,,Code not available
Chang et al. AVP predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1007/s11831-023-09933-w,37359746,not_reported_in_available_evidence,True,,no URL or code; review evidence; original paper not verified
Characterization and Identification of Natural Antimicrobial Peptides on Different Organisms,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1089/cmb.1995.2.473,32024233,not_reported_in_available_evidence,True,,No code available; Dataset not specified; No standard model name
ChatGPT-based AMP classifier,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1038/s41598-026-49612-x,42168313,not_reported_in_available_evidence,True,,"proprietary model (ChatGPT), no custom training or released code; no independent dataset provided"
CL-ACP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1186/s12859-021-04433-9,34670488,not_reported_in_available_evidence,True,,No code repository or web server provided
ClassAMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.24272/j.issn.2095-8137.2023.246,37914524,not_reported_in_available_evidence,True,,needs_original_publication
CLASSAMP5,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not_reported_in_available_evidence,34867843,not_reported_in_available_evidence,True,,"Webserver-only, no code"
CNN-based AMP hemolytic activity predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,hemolytic activity prediction,10.1109/TCBB.2020.2977335,39604856,not_reported_in_available_evidence,True,,No model name or code provided; fulltext evidence mismatch (DBAASP article) may indicate metadata error
Collaborative Filtering and Link Prediction model,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1021/acs.jcim.3c00137,,not_reported_in_available_evidence,True,,"No abstract, full text, or code available; only title evidence"
COMDEL,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1016/j.apsb.2024.05.003,39234615,not_reported_in_available_evidence,True,,
Computational AMP prediction from proteomes (Monsalve et al.),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1111/CBDD.13023,38488950,not_reported_in_available_evidence,True,,No code or web server URL provided; AI tools and software details not described in abstract; Full text unavailable; cannot verify methodology
CSAMPPRED,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs classification,10.1093/bib/bbac343,35988923,not_reported_in_available_evidence,True,,Original code not available; Web server link not reported in evidence
CTCM-Neo & ConformaX-PEP framework,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification (antimalarial),10.3389/fcimb.2026.1707267,41859462,not_reported_in_available_evidence,True,,no code repository link; no full text available; antimalarial-specific may limit general AMP benchmark
DBAASP APP tool,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1093/bioinformatics/bty1023,30561507,not_reported_in_available_evidence,True,,"Evidence is from a commentary letter, not the original model publication; details of the algorithm and training are not provided.; Code/weights not available; web server link not explicitly given in this evidence."
DBAASP microbial strain-specific AMP predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/database/bay025,35724561,not_reported_in_available_evidence,True,,No code repository found; Full text misaligned; needs verification; Training dataset details not confirmed
DBAASP_MSS_AMP_predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1093/bib/bbac233,35724561,not_reported_in_available_evidence,True,,
DBAASP v3 prediction tools,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1093/nar/gkaa991,33151284,not_reported_in_available_evidence,True,,webserver_only; no_downloadable_model; batch_inference_not_confirmed
DBAASP6,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not_reported_in_available_evidence,34867843,not_reported_in_available_evidence,True,,"Webserver-only, no code"
dbAMP 2.0 AMP scanning tool,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1099/jgv.0.001661,34850155,not_reported_in_available_evidence,True,,方法学不确定，可能不是机器学习模型，透明性低
Decision tree model for antimicrobial peptide activity prediction,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1128/AEM.02804-12,23455341,not_reported_in_available_evidence,True,,
Deep-ABPpred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1016/j.colsurfb.2020.110835,32033885,not_reported_in_available_evidence,True,,Original paper not identified in this evidence; Web server URL not provided; No code repository or dataset information
Deep-AmPEP30,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1016/j.omtn.2020.05.006,32464552,not_reported_in_available_evidence,True,,code not available; no dataset link provided
Deep-AVPpred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/bib/bbaf084,40063348,not_reported_in_available_evidence,True,,no URL or code; review evidence; original paper needed
Deep learning model for AMP discovery from ruminant gastrointestinal microbiomes,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1016/j.jare.2025.01.005,39756573,not_reported_in_available_evidence,True,,No code or model weights provided; Dataset not publicly linked; Full-text cache mismatch (PMCID may be incorrect)
Deep2Pep,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1016/j.compbiolchem.2024.108021,38308955,not_reported_in_available_evidence,True,,代码未公开; 训练数据集未说明; 无网络服务器
DeepPepQSAR,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1007/s11030-026-11665-5,42435194,not_reported_in_available_evidence,True,,no code or data available from abstract
DMAMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP detection and multi-activity prediction,10.1109/TCBB.2024.3439541,39106141,not_reported_in_available_evidence,True,,"Code not available; Dataset not specified; Fulltext excerpt mismatched, true details unverified"
EFC-FCBF,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1093/database/baab012,35305010,not_reported_in_available_evidence,True,,"no code, review only"
Embedded-AMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1016/0022-2836(92)90556-Y,36671338,not_reported_in_available_evidence,True,,web_server_url not provided in available evidence
ENNAVIA,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/bib/bbaf084,40063348,not_reported_in_available_evidence,True,,no URL or code; review evidence; original paper needed
Ensemble-AMPPred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1002/2211-5463.13847,38877295,not_reported_in_available_evidence,True,,"Review mentions tool, but no detailed performance data in this source"
ESMFold + ESM-2 graph deep learning AMP predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1021/acs.jcim.3c02061.s001,,not_reported_in_available_evidence,True,,No abstract or full text available; only supplementary material DOI.; No code or dataset links.
Evolutionary feature weighting approach for AMP classification,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1186/s12864-018-5030-1,30255784,not_reported_in_available_evidence,True,,No code repository or web server found; Model has no distinct name; only described as an evolutionary feature weighting approach
FIRM-AVP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1007/s11831-023-09933-w,37359746,not_reported_in_available_evidence,True,,no URL or code; review evidence; original paper not verified
Gabere&Noble AMP predictor,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMPs prediction,10.1093/bib/bbac343,35988923,not_reported_in_available_evidence,True,,No model details; Original code not available
GAC-BiTCNN-AMP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1038/s41598-026-43370-6,41844874,not_reported_in_available_evidence,True,,code not reported
GAC-BTCNN-Pred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification / defensin prediction,10.1016/j.ijbiomac.2025.148336,41130478,not_reported_in_available_evidence,True,,code and model weights not publicly available; training dataset details missing
Host defense peptide selectivity Random Forest model,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1016/j.ygeno.2021.08.023,34480984,not_reported_in_available_evidence,True,,no code or dataset links available
hydramp,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1007/s12602-024-10402-4,39557756,not_reported_in_available_evidence,True,,Code not reported in this evidence
iAMP-2L,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP identification and functional type classification,10.1016/j.ab.2013.01.019,35988923,,True,,Original code not available; Web server not reported in evidence
iAMP-CA2L,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide identification,10.1093/bib/bbab209,,,True,,"no code, no details"
IAMPE,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1007/978-1-0716-3441-7_18,37676607,not_reported,True,,"dual AMP/hemolysis predictor, no details"
iAMPpred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.3390/antibiotics14121263,41463765,not_reported_in_available_evidence,True,,needs original paper verification
iAMPred,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1093/database/baab012,35305010,not_reported_in_available_evidence,True,,review_only; original_paper_needed
iDPF-PseRAAAC,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1371/journal.pone.0145541,26713618,not_reported_in_available_evidence,True,,no code; no weights; defensin-specific; dataset negative samples N/A
iDVIP,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.1093/bib/bbaf084,40063348,not_reported_in_available_evidence,True,,no URL or code; review evidence; original paper needed
ISCAPE,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / anti-E. coli activity classification,10.1016/j.jmgm.2025.109188,41072192,not_reported_in_available_evidence,True,,no_code_available; no_dataset_link
LABAMPs,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,antimicrobial peptide classification,10.3389/fbinf.2023.1216362,37521317,not_reported_in_available_evidence,True,,only review evidence; no code or server found
LABAMPsGCN,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,not available,not available,not_reported,True,,"no code, no details"
Linear cationic AMP prediction method,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1021/ci4007003,24730612,not_reported_in_available_evidence,True,,abstract only; full text mismatch; no code repository
LM_pred (BFD),reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction,10.1021/acs.jcim.4c00507,39316765,not_reported_in_available_evidence,True,,原始论文未检索，证据来自综述，需要验证
LSTM-based AMP classifier/generator,reject_or_hold,relevant_but_not_deployable,missing_code_repository,False,AMP prediction / antimicrobial peptide classification,10.1016/j.diagmicrobio.2004.02.008,33810011,not_reported_in_available_evidence,True,,code not available; no web server reported
